,Project,project name,source,gis,latitude,longitude,Lat Long Values,new price,old price,type,pincode,address,size,BHK,city,RERA Approved
2022224,"matrix majestics yapral, Yapral",matrix majestics yapral,"3rd party, Property Science",,17.50621978,78.54053743,,4861,,Commercial Spaces,500087,Yapral,764.4,,,no
2022225,"matrix majestics yapral, Yapral",matrix majestics yapral,"3rd party, Property Science",,17.50621978,78.54053743,,4861,,Commercial Spaces,500087,Yapral,754,,,no
2022226,"matrixx majestic apartments, Yapral",matrixx majestic apartments,"3rd party, Property Science",,17.50621978,78.54053743,,7526,,Commercial Spaces,500087,Yapral,905,,,no
2022227,"matrixx majestic apartments, Yapral",matrixx majestic apartments,"3rd party, Property Science",,17.50621978,78.54053743,,7526,,Commercial Spaces,500087,Yapral,884,,,no
2022230,"Modi Greenwoods, Yapral",Bhavani Heights,"3rd party, Property Science",,17.52101823,78.54305062,,3495,,Gated community / Apartment,500010,,,,,no
2022231,"Modi Greenwoods, Yapral",Modi Greenwoods,"3rd party, Property Science",,17.52101823,78.54305062,,3495,,Gated community / Apartment,500010,,,,,no
2022232,"Modi Greenwoods, Yapral",Modi Greenwoods,"3rd party, Property Science",,17.52101823,78.54305062,,3495,,Gated community / Apartment,500010,,,,,no
2022233,"Modi Greenwoods, Yapral",Modi Greenwoods,"3rd party, Property Science",,17.52101823,78.54305062,,3495,,Gated community / Apartment,500010,,,,,no
2022234,"Modi Greenwoods, Yapral",Modi Greenwoods,"3rd party, Property Science",,17.52101823,78.54305062,,3495,,Gated community / Apartment,500010,,,,,no
2022235,"MRs Arcade, Yapral",MRs Arcade,"3rd party, Property Science",,17.50621978,78.54053743,,3817,,Stand Alone / Apartment,500087,,,,,no
2022236,"MRs Arcade, Yapral",MRs Arcade,"3rd party, Property Science",,17.50621978,78.54053743,,3999,,Stand Alone / Apartment,500087,,,,,no
2022237,"MRs Arcade, Yapral",MRs Arcade,"3rd party, Property Science",,17.50621978,78.54053743,,4292,,Stand Alone / Apartment,500087,Yapral,1120,,,no
2022238,"MRs Arcade, Yapral",MRs Arcade,"3rd party, Property Science",,17.50621978,78.54053743,,4043,,Stand Alone / Apartment,500087,Yapral,624,,,no
2022239,"MRs Arcade, Yapral",MRs Arcade,"3rd party, Property Science",,17.50621978,78.54053743,,3999,,Stand Alone / Apartment,500087,,,,,no
2022240,"MRs Arcade, Yapral",MRs Arcade,"3rd party, Property Science",,17.50621978,78.54053743,,4376,,Stand Alone / Apartment,500087,Yapral,1950,,,no
2022241,"MRs Arcades, Yapral",MRs Arcades,"3rd party, Property Science",,17.51976734,78.54475511,,3993,,Stand Alone / Apartment,500078,,,,,no
2022242,"MRs Arcades, Yapral",MRs Arcades,"3rd party, Property Science",,17.51976734,78.54475511,,3993,,Stand Alone / Apartment,500078,,,,,no
2022243,"MRs Arcades, Yapral",MRs Arcades,"3rd party, Property Science",,17.51976734,78.54475511,,3993,,Stand Alone / Apartment,500078,,,,,no
2022244,"MRs Arcades, Yapral",MRs Arcades,"3rd party, Property Science",,17.51976734,78.54475511,,3993,,Stand Alone / Apartment,500078,,,,,no
2022245,"Mythri The Town, Yapral",Mythri The Town,"3rd party, Property Science",,17.50621978,78.54053743,,7380,,Commercial Spaces,500087,Yapral,1000,,,no
2022246,"Mythris The Town, Yapral",Mythris The Town,"3rd party, Property Science",,17.49964601,78.54660441,,6992,,Stand Alone / Apartment,500094,Yapral,1694,,,no
2022247,"Mythris The Town, Yapral",Mythris The Town,"3rd party, Property Science",,17.50621978,78.54053743,,6992,,Stand Alone / Apartment,500094,Yapral,1108.25,,,no
2022248,"Nirmala Dokuris Meghadri Heights, Pedso 2",Nirmala Dokuris Meghadri Heights,"3rd party, Property Science",,17.512328,78.542507,,5097,,Stand Alone / Apartment,500094,Pedso 2,787.15,,,no
2022249,"Nirmala Dokuris Meghadri Heights, Pedso 2",Nirmala Dokuris Meghadri Heights,"3rd party, Property Science",,17.512328,78.542507,,5097,,Stand Alone / Apartment,500094,Pedso 2,812.5,,,no
2022250,"Nirmala Gauthami Niwas, Yapral",Nirmala Gauthami Niwas,"3rd party, Property Science",,17.50621978,78.54053743,,4915,,Commercial Spaces,500087,Yapral,362.7,,,no
2022251,"Nirmala Gauthami Niwas, Yapral",Nirmala Gauthami Niwas,"3rd party, Property Science",,17.50621978,78.54053743,,4915,,Commercial Spaces,500087,Yapral,390,,,no
2022252,"Nmr Infra, Kalyan Gardens",Nmr Infra,"3rd party, Property Science",,17.49987305,78.54173218,,6000,,Unknown,500087,Kalyan Gardens,2055,,,no
2022253,"Nmr Infra, Kalyan Gardens",Nmr Infra,"3rd party, Property Science",,17.49987305,78.54173218,,6000,,Unknown,500087,Kalyan Gardens,2075,,,no
2022254,"Om Patels Bright View, Yapral",Om Patels Bright View,"3rd party, Property Science",,17.519417,78.54125,,10208,,Gated community / Apartment,500010,Yapral,1266,,,no
2022255,"Om Patels Bright View, Yapral",Om Patels Bright View,"3rd party, Property Science",,17.519417,78.54125,,10208,,Gated community / Apartment,500010,Yapral,1300,,,no
2022256,"Om Patels Bright View, Yapral",Om Patels Bright View,"3rd party, Property Science",,17.519417,78.54125,,10208,,Gated community / Apartment,500010,Yapral,1165,,,no
2022257,"Om Patels Bright View, Yapral",Om Patels Bright View,"3rd party, Property Science",,17.519417,78.54125,,10208,,Gated community / Apartment,500010,Yapral,1265,,,no
2022258,"Om Patels Bright View, Yapral",Om Patels Bright View,"3rd party, Property Science",,17.519417,78.54125,,9320,,Gated community / Apartment,500010,Yapral,937.95,,,no
2022259,"Om Patels Bright View, Yapral",Om Patels Bright View,"3rd party, Property Science",,17.519417,78.54125,,9320,,Gated community / Apartment,500010,Yapral,911.95,,,no
2022262,"Om Sree Patels Green Park, Yapral",Om Sree Patels Green Park,"3rd party, Property Science",,17.50621978,78.54053743,,9166,,Commercial Spaces,500087,Yapral,750,,,no
2022263,"Om Sree Patels Green Park, Yapral",Om Sree Patels Green Park,"3rd party, Property Science",,17.50621978,78.54053743,,9166,,Commercial Spaces,500087,Yapral,617.5,,,no
2022264,"Omsree Patel's Green Park, Yapral",Omsree Patel's Green Park,"3rd party, Property Science",,17.50621978,78.54053743,,9686,,Commercial Spaces,500087,Yapral,705.25,,,no
2022265,"Omsree Patel's Green Park, Yapral",Omsree Patel's Green Park,"3rd party, Property Science",,17.50621978,78.54053743,,9686,,Commercial Spaces,500087,Yapral,705.25,,,no
2022266,"On request, Registration Colony",On request,"3rd party, Property Science",,17.5104336,78.54716093,,5914,,Unknown,,Registration Colony,1461,,,no
2022267,"On request, Registration Colony",On request,"3rd party, Property Science",,17.5104336,78.54716093,,5914,,Unknown,,Registration Colony,1449,,,no
2022268,"on request, Yapral",on request,"3rd party, Property Science",,17.50621978,78.54053743,,4190,,Unknown,,Yapral,1800,,,no
2022269,"on request, Yapral",on request,"3rd party, Property Science",,17.50621978,78.54053743,,4190,,Unknown,,Yapral,1800,,,no
2022270,"On Request, Yapral",On Request,"3rd party, Property Science",,17.50621978,78.54053743,,4291,,Unknown,,Yapral,1033.5,,,no
2022271,"On Request, Yapral",On Request,"3rd party, Property Science",,17.50621978,78.54053743,,4291,,Unknown,,Yapral,682.5,,,no
2022276,"Sapphire Homes, Yapral",Sapphire Homes,"3rd party, Property Science",,17.50621978,78.54053743,,3828,,Commercial Spaces,500087,,,,,no
2022277,"Sapphire Homes, Yapral",Sapphire Homes,"3rd party, Property Science",,17.50621978,78.54053743,,3828,,Commercial Spaces,500087,,,,,no
2022278,"Shaili Gardenia RWA, Yapral",Shaili Gardenia RWA,"3rd party, Property Science",,17.50621978,78.54053743,,7042,,Commercial Spaces,500087,Yapral,786.5,,,no
2022279,"Shaili Gardenia RWA, Yapral",Shaili Gardenia RWA,"3rd party, Property Science",,17.50621978,78.54053743,,7042,,Commercial Spaces,500087,Yapral,780,,,no
2022280,"Sri Sai Leela Enclave, Yapral",Sri Sai Leela Enclave,"3rd party, Property Science",,17.50621978,78.54053743,,5475,,Commercial Spaces,500087,Yapral,1472,,,no
2022281,"Sri Sai Leela Enclave, Yapral",Sri Sai Leela Enclave,"3rd party, Property Science",,17.50621978,78.54053743,,5475,,Commercial Spaces,500087,Yapral,942.5,,,no
2022282,"The Moksha, Yapral",The Moksha,"3rd party, Property Science",,17.50785189,78.54659428,,6169,,Stand Alone / Apartment,500087,Yapral,1288.3,,,no
2022283,"The Moksha, Yapral",The Moksha,"3rd party, Property Science",,17.50785189,78.54659428,,6169,,Stand Alone / Apartment,500087,Yapral,1283.75,,,no
2022286,"Vyshali Meadows, Registration Colony",Vyshali Meadows,"3rd party, Property Science",,17.50849694,78.5461047,,3076,,Stand Alone / Apartment,500087, khajaguda -Nanakramguda road,,,Hyderabad,no
2022288,"Vyshali Meadows, Registration Colony",Vyshali Meadows,"3rd party, Property Science",,17.50849694,78.5461047,,3076,,Stand Alone / Apartment,500087,,4295,,Hyderabad,no
2022292,"yapral, Yapral",yapral,"3rd party, Property Science",,17.50621978,78.54053743,,4134,,Commercial Spaces,500087,Yapral,1420.25,,,no
2022293,"yapral, Yapral",yapral,"3rd party, Property Science",,17.50621978,78.54053743,,4134,,Commercial Spaces,500087,Yapral,1534,,,no
2022294,"yapral, Yapral",yapral,"3rd party, Property Science",,17.50621978,78.54053743,,3958,,Commercial Spaces,500087,,,,,no
2022295,"yapral, Yapral",yapral,"3rd party, Property Science",,17.50621978,78.54053743,,4375,,Commercial Spaces,500087,Yapral,1745,,,no
2022296,"yapral, Yapral",yapral,"3rd party, Property Science",,17.50621978,78.54053743,,3958,,Commercial Spaces,500087,,,,,no
2022297,"yapral, Yapral",yapral,"3rd party, Property Science",,17.50621978,78.54053743,,4375,,Commercial Spaces,500087,Yapral,1800,,,no
2022298,"GKs Festoon, Sainikpuri, Hyderabad",GKs Festoon,"3rd party, Property Science",,17.49583817,78.53914642,,8571,,Gated community / Apartment,500094,"Sainikpuri, Hyderabad",950.3,,,yes
2022299,"GKs Festoon, Sainikpuri, Hyderabad",GKs Festoon,"3rd party, Property Science",,17.49583817,78.53914642,,8571,,Gated community / Apartment,500094,"Sainikpuri, Hyderabad",1000,,,yes
2022300,"GKs Festoon, Sainikpuri, Hyderabad",GKs Festoon,"3rd party, Property Science",,17.49583817,78.53914642,,8571,,Gated community / Apartment,500094,"Sainikpuri, Hyderabad",950,,,yes
2022302,"GK Casa Grande, Yapral, Hyderabad",GK Casa Grande,"3rd party, Property Science",,17.514976,78.540068,,9286,,Stand Alone / Apartment,500078,"Yapral, Hyderabad",1623.7,,,no
2022303,"GKs Festoon, Sainikpuri, Hyderabad",GKs Festoon,"3rd party, Property Science",,17.49583817,78.53914642,,8571,,Gated community / Apartment,500094,"Sainikpuri, Hyderabad",1000,,,yes
2022304,"CNR Quality Signature, Alwal, Hyderabad",CNR Quality Signature,"3rd party, Property Science",,17.50117514,78.49625904,,7429,,Gated community / Apartment,500010,"Alwal, Hyderabad",627.9,,,yes
2022305,"GKs Festoon, Sainikpuri, Hyderabad",GKs Festoon,"3rd party, Property Science",,17.49583817,78.53914642,,8571,,Gated community / Apartment,500094,"Sainikpuri, Hyderabad",1000,,,yes
2022306,"GKs Festoon, Sainikpuri, Hyderabad",GKs Festoon,"3rd party, Property Science",,17.49583817,78.53914642,,8571,,Gated community / Apartment,500094,"Sainikpuri, Hyderabad",915,,,yes
2022307,"GK Casa Grande, Yapral, Hyderabad",GK Casa Grande,"3rd party, Property Science",,17.514976,78.540068,,9286,,Stand Alone / Apartment,500078,"Yapral, Hyderabad",1657.5,,,no
2022308,"GK Casa Grande, Yapral, Hyderabad",GK Casa Grande,"3rd party, Property Science",,17.514976,78.540068,,9286,,Stand Alone / Apartment,500078,"Yapral, Hyderabad",1630,,,no
2022309,"GKs Festoon, Sainikpuri, Hyderabad",GKs Festoon,"3rd party, Property Science",,17.49583817,78.53914642,,8571,,Gated community / Apartment,500094,"Sainikpuri, Hyderabad",926.25,,,yes
2022311,"GK Casa Grande, Yapral, Hyderabad",GK Casa Grande,"3rd party, Property Science",,17.514976,78.540068,,9286,,Stand Alone / Apartment,500078,"Yapral, Hyderabad",1664,,,no
2022314,", Yapral",,"3rd party, Property Science",,17.50621978,78.54053743,,4380,,Stand Alone / Apartment,500087,Yapral,2197,,,no
2022315,", Yapral",,"3rd party, Property Science",,17.50621978,78.54053743,,4380,,Stand Alone / Apartment,500087,Yapral,1900,,,no
2022316,", Yapral",,"3rd party, Property Science",,17.50621978,78.54053743,,7692,,Stand Alone / Apartment,500087,Yapral,1322.75,,,no
2022317,", Yapral",,"3rd party, Property Science",,17.50621978,78.54053743,,7692,,Stand Alone / Apartment,500087,Yapral,1264.25,,,no
2022318,", Yapral",,"3rd party, Property Science",,17.50621978,78.54053743,,5252,,Stand Alone / Apartment,500087,Yapral,630.5,,,no
2022319,", Yapral",,"3rd party, Property Science",,17.50621978,78.54053743,,5252,,Stand Alone / Apartment,500087,Yapral,630.5,,,no
2022322,"Bhavani Heights, Yapral",Bhavani Heights,"3rd party, Property Science",,17.50621978,78.54053743,,6752,,Commercial Spaces,500087,Yapral,1108,,,no
2022323,"Bhavani Heights, Yapral",Bhavani Heights,"3rd party, Property Science",,17.50621978,78.54053743,,6752,,Commercial Spaces,500087,Yapral,1111.5,,,no
2022324,"fortune avenue, Yapral",fortune avenue,"3rd party, Property Science",,17.52062275,78.54616949,,4000,,Gated community / Apartment,500078,Yapral,760.5,,,no
2022325,"Fortune avenue, Yapral",Fortune avenue,"3rd party, Property Science",,17.52062275,78.54616949,,4000,,Gated community / Apartment,500078,Yapral,994.5,,,no
2022326,"Fortune avenue, Yapral",Fortune avenue,"3rd party, Property Science",,17.52062275,78.54616949,,4000,,Gated community / Apartment,500078,Yapral,994.5,,,no
2022327,"fortune avenue, Yapral",fortune avenue,"3rd party, Property Science",,17.52062275,78.54616949,,4000,,Gated community / Apartment,500078,Yapral,764.4,,,no
2022328,"Fortune avenue, Yapral",Fortune avenue,"3rd party, Property Science",,17.52062275,78.54616949,,4000,,Gated community / Apartment,500078,Yapral,793,,,no
2022329,"Fortune avenue, Yapral",Fortune avenue,"3rd party, Property Science",,17.52062275,78.54616949,,4000,,Gated community / Apartment,500078,Yapral,789.75,,,no
2022332,"GK Sunflower Apartments, Manik Sai Enclave",GK Sunflower Apartments,"3rd party, Property Science",,17.49660469,78.54658992,,4800,,Stand Alone / Apartment,500094,Manik Sai Enclave,786,,,no
2022333,"GK Sunflower Apartments, Manik Sai Enclave",GK Sunflower Apartments,"3rd party, Property Science",,17.49660469,78.54658992,,4800,,Stand Alone / Apartment,500094,Manik Sai Enclave,812.5,,,no
2022334,"GKs Habitat Royale, Pedso 2",GKs Habitat Royale,"3rd party, Property Science",,17.510527,78.542567,,6755,,Gated community / Apartment,500087,Pedso 2,1105,,,no
2022335,"GKs Habitat Royale, Pedso 2",GKs Habitat Royale,"3rd party, Property Science",,17.510527,78.542567,,6755,,Gated community / Apartment,500087,Pedso 2,1220,,,no
2022336,"GKs Habitat Royale, Yapral",GKs Habitat Royale,"3rd party, Property Science",,17.510527,78.542567,,6666,,Gated community / Apartment,500087,Yapral,747.5,,,no
2022337,"GKs Habitat Royale, Yapral",GKs Habitat Royale,"3rd party, Property Science",,17.510527,78.542567,,6666,,Gated community / Apartment,500087,Yapral,702,,,no
2022338,"Golf Pride Homes, Yapral",Golf Pride Homes,"3rd party, Property Science",,17.50621978,78.54053743,,4725,,Commercial Spaces,500087,Yapral,1900,,,no
2022339,"Golf Pride Homes, Yapral",Golf Pride Homes,"3rd party, Property Science",,17.50621978,78.54053743,,4725,,Commercial Spaces,500087,Yapral,1694,,,no
2022340,"gowthaminivas pedso phase2 colony, Yapral",gowthaminivas pedso phase2 colony,"3rd party, Property Science",,17.50621978,78.54053743,,7191,,Commercial Spaces,500087,Yapral,1533,,,no
2022341,"gowthaminivas pedso phase2 colony, Yapral",gowthaminivas pedso phase2 colony,"3rd party, Property Science",,17.50621978,78.54053743,,7191,,Commercial Spaces,500087,Yapral,1131,,,no
2022342,"Green Wood Residency, Yapral",Green Wood Residency,"3rd party, Property Science",,17.50621978,78.54053743,,5246,,Commercial Spaces,500087,Yapral,695.5,,,no
2022343,"Green Wood Residency, Yapral",Green Wood Residency,"3rd party, Property Science",,17.50621978,78.54053743,,5246,,Commercial Spaces,500087,Yapral,695.5,,,no
2022344,"Kalyans Raja Rajeshwari Residency, Yapral",Kalyans Raja Rajeshwari Residency,"3rd party, Property Science",,17.502031,78.542009,,5305,,Stand Alone / Apartment,500094,Yapral,1038,,,no
2022345,"Kalyans Raja Rajeshwari Residency, Yapral",Kalyans Raja Rajeshwari Residency,"3rd party, Property Science",,17.502031,78.542009,,5305,,Stand Alone / Apartment,500094,Yapral,1165,,,no
2022350,"matrix majestics yapral, Yapral",matrix majestics yapral,"3rd party, Property Science",,17.50621978,78.54053743,,4861,,Commercial Spaces,500087,Yapral,734.5,,,no
2022351,"matrix majestics yapral, Yapral",matrix majestics yapral,"3rd party, Property Science",,17.50621978,78.54053743,,4861,,Commercial Spaces,500087,Yapral,715,,,no
2022352,"matrixx majestic apartments, Yapral",matrixx majestic apartments,"3rd party, Property Science",,17.50621978,78.54053743,,7526,,Commercial Spaces,500087,Yapral,871,,,no
2022353,"matrixx majestic apartments, Yapral",matrixx majestic apartments,"3rd party, Property Science",,17.50621978,78.54053743,,7526,,Commercial Spaces,500087,Yapral,871,,,no
2022356,"Modi Greenwoods, Yapral",Modi Greenwoods,"3rd party, Property Science",,17.52101823,78.54305062,,3495,,Gated community / Apartment,500010,,,,,no
2022357,"Modi Greenwoods, Yapral",Modi Greenwoods,"3rd party, Property Science",,17.52101823,78.54305062,,3495,,Gated community / Apartment,500010,,,,,no
2022358,"Modi Greenwoods, Yapral",Modi Greenwoods,"3rd party, Property Science",,17.52101823,78.54305062,,3495,,Gated community / Apartment,500010,,,,,no
2022359,"Modi Greenwoods, Yapral",Modi Greenwoods,"3rd party, Property Science",,17.52101823,78.54305062,,3495,,Gated community / Apartment,500010,,,,,no
2022360,"Modi Greenwoods, Yapral",Modi Greenwoods,"3rd party, Property Science",,17.52101823,78.54305062,,3495,,Gated community / Apartment,500010,,,,,no
2022361,"MRs Arcade, Yapral",MRs Arcade,"3rd party, Property Science",,17.50621978,78.54053743,,3817,,Stand Alone / Apartment,500087,,,,,no
2022362,"MRs Arcade, Yapral",MRs Arcade,"3rd party, Property Science",,17.50621978,78.54053743,,3999,,Stand Alone / Apartment,500087,,,,,no
2022363,"MRs Arcade, Yapral",MRs Arcade,"3rd party, Property Science",,17.50621978,78.54053743,,4292,,Stand Alone / Apartment,500087,Yapral,624,,,no
2022364,"MRs Arcade, Yapral",MRs Arcade,"3rd party, Property Science",,17.50621978,78.54053743,,4043,,Stand Alone / Apartment,500087,Yapral,1129.05,,,no
2022365,"MRs Arcade, Yapral",MRs Arcade,"3rd party, Property Science",,17.50621978,78.54053743,,3999,,Stand Alone / Apartment,500087,,,,,no
2022366,"MRs Arcade, Yapral",MRs Arcade,"3rd party, Property Science",,17.50621978,78.54053743,,4376,,Stand Alone / Apartment,500087,Yapral,3289,,,no
2022367,"MRs Arcades, Yapral",MRs Arcades,"3rd party, Property Science",,17.51976734,78.54475511,,3993,,Stand Alone / Apartment,500078,,,,,no
2022368,"MRs Arcades, Yapral",MRs Arcades,"3rd party, Property Science",,17.51976734,78.54475511,,3993,,Stand Alone / Apartment,500078,,,,,no
2022369,"MRs Arcades, Yapral",MRs Arcades,"3rd party, Property Science",,17.51976734,78.54475511,,3993,,Stand Alone / Apartment,500078,,,,,no
2022370,"MRs Arcades, Yapral",MRs Arcades,"3rd party, Property Science",,17.51976734,78.54475511,,3993,,Stand Alone / Apartment,500078,,,,,no
2022371,"Mythri The Town, Yapral",Mythri The Town,"3rd party, Property Science",,17.50621978,78.54053743,,7380,,Commercial Spaces,500087,Yapral,994.5,,,no
2022372,"Mythris The Town, Yapral",Mythris The Town,"3rd party, Property Science",,17.50621978,78.54053743,,6992,,Stand Alone / Apartment,500094,Yapral,1050,,,no
